scenario,ewoc,burn_in,simulation,true_mtd,closest_target_dose,selected_mtd,selected_without_final_ewoc,ewoc_final_downshift,additional_duration_weeks,total_duration_weeks,stopped_early,n_total,n_new,n_acute_tox,n_subacute_tox,any_acute_tox,any_subacute_tox,n_above_true_mtd,pct_above_true_mtd,n_L0,n_L1,n_L2,n_L3,n_L4,n_new_L0,n_new_L1,n_new_L2,n_new_L3,n_new_L4
Subacute reference,EWOC during + final,True,1,3,3,3,3,0,96.0,120.0,False,30,24,2,1,True,True,0,0.0,0,6,4,20,0,0,0,4,20,0
Subacute reference,EWOC during + final,True,2,3,3,2,2,0,96.0,120.0,False,30,24,4,2,True,True,0,0.0,0,12,18,0,0,0,6,18,0,0
Subacute reference,EWOC during + final,True,3,3,3,2,2,0,96.0,120.0,False,30,24,3,0,True,False,0,0.0,0,6,24,0,0,0,0,24,0,0
Subacute reference,EWOC during + final,True,4,3,3,2,4,1,96.0,120.0,False,30,24,2,7,True,True,5,16.666666666666668,0,6,10,9,5,0,0,10,9,5
Subacute reference,EWOC during + final,True,5,3,3,3,3,0,96.0,120.0,False,30,24,2,4,True,True,0,0.0,0,6,21,3,0,0,0,21,3,0
Subacute reference,EWOC during + final,True,6,3,3,2,2,0,96.0,120.0,False,30,24,4,1,True,True,0,0.0,0,6,24,0,0,0,0,24,0,0
Subacute reference,EWOC during + final,True,7,3,3,3,3,0,96.0,120.0,False,30,24,2,0,True,False,0,0.0,0,6,12,12,0,0,0,12,12,0
Subacute reference,EWOC during + final,True,8,3,3,3,3,0,96.0,120.0,False,30,24,4,3,True,True,8,26.666666666666668,0,6,5,11,8,0,0,5,11,8
Subacute reference,EWOC during + final,True,9,3,3,1,2,1,96.0,120.0,False,30,24,6,2,True,True,0,0.0,0,12,18,0,0,0,6,18,0,0
Subacute reference,EWOC during + final,True,10,3,3,2,2,0,96.0,120.0,False,30,24,6,3,True,True,0,0.0,0,6,15,9,0,0,0,15,9,0
Subacute reference,EWOC during + final,True,11,3,3,2,3,1,96.0,120.0,False,30,24,3,3,True,True,0,0.0,0,6,18,6,0,0,0,18,6,0
Subacute reference,EWOC during + final,True,12,3,3,1,1,0,96.0,120.0,False,30,24,5,0,True,False,0,0.0,0,27,3,0,0,0,21,3,0,0
Subacute reference,EWOC during + final,True,13,3,3,2,2,0,96.0,120.0,False,30,24,4,1,True,True,0,0.0,0,12,18,0,0,0,6,18,0,0
Subacute reference,EWOC during + final,True,14,3,3,2,2,0,96.0,120.0,False,30,24,4,0,True,False,0,0.0,0,6,24,0,0,0,0,24,0,0
Subacute reference,EWOC during + final,True,15,3,3,3,3,0,96.0,120.0,False,30,24,2,3,True,True,0,0.0,0,6,12,12,0,0,0,12,12,0
Subacute reference,EWOC during + final,True,16,3,3,2,2,0,96.0,120.0,False,30,24,3,2,True,True,0,0.0,0,6,24,0,0,0,0,24,0,0
Subacute reference,EWOC during + final,True,17,3,3,3,3,0,96.0,120.0,False,30,24,4,5,True,True,5,16.666666666666668,0,6,5,14,5,0,0,5,14,5
Subacute reference,EWOC during + final,True,18,3,3,2,2,0,96.0,120.0,False,30,24,5,1,True,True,0,0.0,0,6,21,3,0,0,0,21,3,0
Subacute reference,EWOC during + final,True,19,3,3,3,3,0,96.0,120.0,False,30,24,4,3,True,True,6,20.0,0,6,6,12,6,0,0,6,12,6
Subacute reference,EWOC during + final,True,20,3,3,2,3,1,96.0,120.0,False,30,24,4,8,True,True,6,20.0,0,6,5,13,6,0,0,5,13,6
Subacute reference,EWOC during + final,True,21,3,3,2,2,0,96.0,120.0,False,30,24,4,0,True,False,0,0.0,0,6,24,0,0,0,0,24,0,0
Subacute reference,EWOC during + final,True,22,3,3,3,4,1,96.0,120.0,False,30,24,2,3,True,True,4,13.333333333333334,0,6,5,15,4,0,0,5,15,4
Subacute reference,EWOC during + final,True,23,3,3,2,2,0,96.0,120.0,False,30,24,2,2,True,True,0,0.0,0,9,21,0,0,0,3,21,0,0
Subacute reference,EWOC during + final,True,24,3,3,2,3,1,96.0,120.0,False,30,24,4,3,True,True,0,0.0,0,6,19,5,0,0,0,19,5,0
Subacute reference,EWOC during + final,True,25,3,3,2,2,0,96.0,120.0,False,30,24,4,1,True,True,0,0.0,0,12,18,0,0,0,6,18,0,0
Subacute reference,EWOC during + final,True,26,3,3,2,2,0,96.0,120.0,False,30,24,2,2,True,True,0,0.0,0,6,24,0,0,0,0,24,0,0
Subacute reference,EWOC during + final,True,27,3,3,3,3,0,96.0,120.0,False,30,24,1,1,True,True,0,0.0,0,6,13,11,0,0,0,13,11,0
Subacute reference,EWOC during + final,True,28,3,3,2,3,1,96.0,120.0,False,30,24,3,1,True,True,0,0.0,0,6,17,7,0,0,0,17,7,0
Subacute reference,EWOC during + final,True,29,3,3,2,2,0,96.0,120.0,False,30,24,5,2,True,True,0,0.0,0,6,22,2,0,0,0,22,2,0
Subacute reference,EWOC during + final,True,30,3,3,2,2,0,96.0,120.0,False,30,24,3,1,True,True,0,0.0,0,9,21,0,0,0,3,21,0,0
Subacute reference,EWOC during + final,True,31,3,3,2,3,1,96.0,120.0,False,30,24,3,1,True,True,0,0.0,0,6,13,11,0,0,0,13,11,0
Subacute reference,EWOC during + final,True,32,3,3,2,2,0,96.0,120.0,False,30,24,4,2,True,True,0,0.0,0,12,18,0,0,0,6,18,0,0
Subacute reference,EWOC during + final,True,33,3,3,3,4,1,96.0,120.0,False,30,24,3,6,True,True,4,13.333333333333334,0,6,7,13,4,0,0,7,13,4
Subacute reference,EWOC during + final,True,34,3,3,2,2,0,96.0,120.0,False,30,24,7,4,True,True,6,20.0,0,6,11,7,6,0,0,11,7,6
Subacute reference,EWOC during + final,True,35,3,3,1,2,1,96.0,120.0,False,30,24,6,2,True,True,0,0.0,0,6,24,0,0,0,0,24,0,0
Subacute reference,EWOC during + final,True,36,3,3,2,2,0,96.0,120.0,False,30,24,4,4,True,True,0,0.0,0,9,21,0,0,0,3,21,0,0
Subacute reference,EWOC during + final,True,37,3,3,2,2,0,96.0,120.0,False,30,24,2,3,True,True,0,0.0,0,6,24,0,0,0,0,24,0,0
Subacute reference,EWOC during + final,True,38,3,3,2,2,0,96.0,120.0,False,30,24,3,0,True,False,0,0.0,0,6,24,0,0,0,0,24,0,0
Subacute reference,EWOC during + final,True,39,3,3,3,3,0,96.0,120.0,False,30,24,2,2,True,True,0,0.0,0,6,9,15,0,0,0,9,15,0
Subacute reference,EWOC during + final,True,40,3,3,3,4,1,96.0,120.0,False,30,24,3,3,True,True,3,10.0,0,6,6,15,3,0,0,6,15,3
Subacute reference,EWOC during + final,True,41,3,3,2,2,0,96.0,120.0,False,30,24,3,5,True,True,0,0.0,0,9,21,0,0,0,3,21,0,0
Subacute reference,EWOC during + final,True,42,3,3,3,4,1,96.0,120.0,False,30,24,3,7,True,True,5,16.666666666666668,0,6,4,15,5,0,0,4,15,5
Subacute reference,EWOC during + final,True,43,3,3,3,4,1,96.0,120.0,False,30,24,4,1,True,True,8,26.666666666666668,0,6,4,12,8,0,0,4,12,8
Subacute reference,EWOC during + final,True,44,3,3,2,2,0,96.0,120.0,False,30,24,4,1,True,True,0,0.0,0,18,12,0,0,0,12,12,0,0
Subacute reference,EWOC during + final,True,45,3,3,2,2,0,96.0,120.0,False,30,24,4,0,True,False,0,0.0,0,12,18,0,0,0,6,18,0,0
Subacute reference,EWOC during + final,True,46,3,3,3,3,0,96.0,120.0,False,30,24,2,1,True,True,0,0.0,0,6,22,2,0,0,0,22,2,0
Subacute reference,EWOC during + final,True,47,3,3,2,2,0,96.0,120.0,False,30,24,5,1,True,True,0,0.0,0,9,21,0,0,0,3,21,0,0
Subacute reference,EWOC during + final,True,48,3,3,2,2,0,96.0,120.0,False,30,24,4,2,True,True,0,0.0,0,6,24,0,0,0,0,24,0,0
Subacute reference,EWOC during + final,True,49,3,3,2,3,1,96.0,120.0,False,30,24,5,5,True,True,0,0.0,0,6,14,10,0,0,0,14,10,0
Subacute reference,EWOC during + final,True,50,3,3,2,2,0,96.0,120.0,False,30,24,4,0,True,False,0,0.0,0,6,24,0,0,0,0,24,0,0
Subacute reference,EWOC during + final,True,51,3,3,2,3,1,96.0,120.0,False,30,24,5,2,True,True,2,6.666666666666667,0,6,5,17,2,0,0,5,17,2
Subacute reference,EWOC during + final,True,52,3,3,3,3,0,96.0,120.0,False,30,24,4,3,True,True,5,16.666666666666668,0,6,10,9,5,0,0,10,9,5
Subacute reference,EWOC during + final,True,53,3,3,3,4,1,96.0,120.0,False,30,24,3,4,True,True,6,20.0,0,6,5,13,6,0,0,5,13,6
Subacute reference,EWOC during + final,True,54,3,3,2,3,1,96.0,120.0,False,30,24,4,1,True,True,0,0.0,0,6,20,4,0,0,0,20,4,0
Subacute reference,EWOC during + final,True,55,3,3,3,3,0,96.0,120.0,False,30,24,1,3,True,True,0,0.0,0,6,9,15,0,0,0,9,15,0
Subacute reference,EWOC during + final,True,56,3,3,2,2,0,96.0,120.0,False,30,24,2,3,True,True,0,0.0,0,6,24,0,0,0,0,24,0,0
Subacute reference,EWOC during + final,True,57,3,3,3,4,1,96.0,120.0,False,30,24,2,2,True,True,4,13.333333333333334,0,6,4,16,4,0,0,4,16,4
Subacute reference,EWOC during + final,True,58,3,3,3,4,1,96.0,120.0,False,30,24,2,1,True,True,2,6.666666666666667,0,6,6,16,2,0,0,6,16,2
Subacute reference,EWOC during + final,True,59,3,3,2,2,0,96.0,120.0,False,30,24,4,2,True,True,0,0.0,0,9,21,0,0,0,3,21,0,0
Subacute reference,EWOC during + final,True,60,3,3,2,2,0,96.0,120.0,False,30,24,3,4,True,True,0,0.0,0,6,24,0,0,0,0,24,0,0
Subacute reference,EWOC during + final,True,61,3,3,2,3,1,96.0,120.0,False,30,24,5,3,True,True,7,23.333333333333332,0,6,4,13,7,0,0,4,13,7
Subacute reference,EWOC during + final,True,62,3,3,2,2,0,96.0,120.0,False,30,24,3,1,True,True,0,0.0,0,12,18,0,0,0,6,18,0,0
Subacute reference,EWOC during + final,True,63,3,3,2,2,0,96.0,120.0,False,30,24,3,1,True,True,0,0.0,0,6,24,0,0,0,0,24,0,0
Subacute reference,EWOC during + final,True,64,3,3,3,4,1,96.0,120.0,False,30,24,3,2,True,True,7,23.333333333333332,0,6,3,14,7,0,0,3,14,7
Subacute reference,EWOC during + final,True,65,3,3,2,2,0,96.0,120.0,False,30,24,4,0,True,False,0,0.0,0,6,24,0,0,0,0,24,0,0
Subacute reference,EWOC during + final,True,66,3,3,2,3,1,96.0,120.0,False,30,24,5,4,True,True,5,16.666666666666668,0,6,4,15,5,0,0,4,15,5
Subacute reference,EWOC during + final,True,67,3,3,3,3,0,96.0,120.0,False,30,24,2,4,True,True,0,0.0,0,6,21,3,0,0,0,21,3,0
Subacute reference,EWOC during + final,True,68,3,3,2,2,0,96.0,120.0,False,30,24,4,5,True,True,0,0.0,0,6,24,0,0,0,0,24,0,0
Subacute reference,EWOC during + final,True,69,3,3,2,3,1,96.0,120.0,False,30,24,4,4,True,True,4,13.333333333333334,0,6,9,11,4,0,0,9,11,4
Subacute reference,EWOC during + final,True,70,3,3,3,3,0,96.0,120.0,False,30,24,1,3,True,True,0,0.0,0,6,18,6,0,0,0,18,6,0
Subacute reference,EWOC during + final,True,71,3,3,2,2,0,96.0,120.0,False,30,24,3,3,True,True,0,0.0,0,6,24,0,0,0,0,24,0,0
Subacute reference,EWOC during + final,True,72,3,3,3,4,1,96.0,120.0,False,30,24,2,2,True,True,5,16.666666666666668,0,6,4,15,5,0,0,4,15,5
Subacute reference,EWOC during + final,True,73,3,3,2,3,1,96.0,120.0,False,30,24,3,3,True,True,0,0.0,0,6,18,6,0,0,0,18,6,0
Subacute reference,EWOC during + final,True,74,3,3,2,2,0,96.0,120.0,False,30,24,4,1,True,True,0,0.0,0,6,24,0,0,0,0,24,0,0
Subacute reference,EWOC during + final,True,75,3,3,2,3,1,96.0,120.0,False,30,24,3,2,True,True,0,0.0,0,6,16,8,0,0,0,16,8,0
Subacute reference,EWOC during + final,True,76,3,3,3,3,0,96.0,120.0,False,30,24,4,1,True,True,6,20.0,0,6,3,15,6,0,0,3,15,6
Subacute reference,EWOC during + final,True,77,3,3,3,3,0,96.0,120.0,False,30,24,1,4,True,True,0,0.0,0,6,3,21,0,0,0,3,21,0
Subacute reference,EWOC during + final,True,78,3,3,2,2,0,96.0,120.0,False,30,24,4,3,True,True,0,0.0,0,9,21,0,0,0,3,21,0,0
Subacute reference,EWOC during + final,True,79,3,3,2,3,1,96.0,120.0,False,30,24,3,4,True,True,0,0.0,0,6,18,6,0,0,0,18,6,0
Subacute reference,EWOC during + final,True,80,3,3,2,3,1,96.0,120.0,False,30,24,5,1,True,True,0,0.0,0,6,10,14,0,0,0,10,14,0
Subacute reference,EWOC during + final,True,81,3,3,2,2,0,96.0,120.0,False,30,24,4,2,True,True,0,0.0,0,15,15,0,0,0,9,15,0,0
Subacute reference,EWOC during + final,True,82,3,3,2,2,0,96.0,120.0,False,30,24,3,3,True,True,0,0.0,0,15,15,0,0,0,9,15,0,0
Subacute reference,EWOC during + final,True,83,3,3,3,3,0,96.0,120.0,False,30,24,2,2,True,True,0,0.0,0,6,5,19,0,0,0,5,19,0
Subacute reference,EWOC during + final,True,84,3,3,1,2,1,96.0,120.0,False,30,24,7,1,True,True,0,0.0,0,9,16,5,0,0,3,16,5,0
Subacute reference,EWOC during + final,True,85,3,3,3,3,0,96.0,120.0,False,30,24,2,5,True,True,0,0.0,0,6,6,18,0,0,0,6,18,0
Subacute reference,EWOC during + final,True,86,3,3,3,3,0,96.0,120.0,False,30,24,1,5,True,True,0,0.0,0,6,6,18,0,0,0,6,18,0
Subacute reference,EWOC during + final,True,87,3,3,3,3,0,96.0,120.0,False,30,24,2,2,True,True,0,0.0,0,6,21,3,0,0,0,21,3,0
Subacute reference,EWOC during + final,True,88,3,3,2,2,0,96.0,120.0,False,30,24,4,1,True,True,0,0.0,0,24,6,0,0,0,18,6,0,0
Subacute reference,EWOC during + final,True,89,3,3,3,3,0,96.0,120.0,False,30,24,2,0,True,False,0,0.0,0,6,6,18,0,0,0,6,18,0
Subacute reference,EWOC during + final,True,90,3,3,2,3,1,96.0,120.0,False,30,24,3,2,True,True,0,0.0,0,6,18,6,0,0,0,18,6,0
Subacute reference,EWOC during + final,True,91,3,3,3,3,0,96.0,120.0,False,30,24,1,2,True,True,0,0.0,0,6,4,20,0,0,0,4,20,0
Subacute reference,EWOC during + final,True,92,3,3,1,2,1,96.0,120.0,False,30,24,6,3,True,True,0,0.0,0,15,15,0,0,0,9,15,0,0
Subacute reference,EWOC during + final,True,93,3,3,2,3,1,96.0,120.0,False,30,24,4,4,True,True,0,0.0,0,6,14,10,0,0,0,14,10,0
Subacute reference,EWOC during + final,True,94,3,3,3,3,0,96.0,120.0,False,30,24,2,2,True,True,0,0.0,0,6,18,6,0,0,0,18,6,0
Subacute reference,EWOC during + final,True,95,3,3,2,3,1,96.0,120.0,False,30,24,4,3,True,True,0,0.0,0,6,9,15,0,0,0,9,15,0
Subacute reference,EWOC during + final,True,96,3,3,3,3,0,96.0,120.0,False,30,24,1,4,True,True,0,0.0,0,6,6,18,0,0,0,6,18,0
Subacute reference,EWOC during + final,True,97,3,3,3,3,0,96.0,120.0,False,30,24,2,4,True,True,0,0.0,0,6,19,5,0,0,0,19,5,0
Subacute reference,EWOC during + final,True,98,3,3,3,4,1,96.0,120.0,False,30,24,3,2,True,True,7,23.333333333333332,0,6,4,13,7,0,0,4,13,7
Subacute reference,EWOC during + final,True,99,3,3,2,3,1,96.0,120.0,False,30,24,3,0,True,False,0,0.0,0,6,19,5,0,0,0,19,5,0
Subacute reference,EWOC during + final,True,100,3,3,2,2,0,96.0,120.0,False,30,24,4,2,True,True,0,0.0,0,12,18,0,0,0,6,18,0,0
Subacute reference,EWOC during + final,True,101,3,3,2,2,0,96.0,120.0,False,30,24,3,0,True,False,0,0.0,0,6,24,0,0,0,0,24,0,0
Subacute reference,EWOC during + final,True,102,3,3,3,3,0,96.0,120.0,False,30,24,4,3,True,True,6,20.0,0,6,5,13,6,0,0,5,13,6
Subacute reference,EWOC during + final,True,103,3,3,2,2,0,96.0,120.0,False,30,24,2,2,True,True,0,0.0,0,6,24,0,0,0,0,24,0,0
Subacute reference,EWOC during + final,True,104,3,3,2,2,0,96.0,120.0,False,30,24,2,3,True,True,0,0.0,0,6,24,0,0,0,0,24,0,0
Subacute reference,EWOC during + final,True,105,3,3,2,2,0,96.0,120.0,False,30,24,3,0,True,False,0,0.0,0,9,21,0,0,0,3,21,0,0
Subacute reference,EWOC during + final,True,106,3,3,2,3,1,96.0,120.0,False,30,24,3,3,True,True,0,0.0,0,6,19,5,0,0,0,19,5,0
Subacute reference,EWOC during + final,True,107,3,3,2,2,0,96.0,120.0,False,30,24,3,5,True,True,0,0.0,0,9,21,0,0,0,3,21,0,0
Subacute reference,EWOC during + final,True,108,3,3,3,3,0,96.0,120.0,False,30,24,3,3,True,True,0,0.0,0,6,7,17,0,0,0,7,17,0
Subacute reference,EWOC during + final,True,109,3,3,2,2,0,96.0,120.0,False,30,24,5,2,True,True,0,0.0,0,12,14,4,0,0,6,14,4,0
Subacute reference,EWOC during + final,True,110,3,3,2,3,1,96.0,120.0,False,30,24,5,4,True,True,6,20.0,0,6,11,7,6,0,0,11,7,6
Subacute reference,EWOC during + final,True,111,3,3,2,3,1,96.0,120.0,False,30,24,4,0,True,False,0,0.0,0,6,21,3,0,0,0,21,3,0
Subacute reference,EWOC during + final,True,112,3,3,2,2,0,96.0,120.0,False,30,24,3,1,True,True,0,0.0,0,6,24,0,0,0,0,24,0,0
Subacute reference,EWOC during + final,True,113,3,3,3,3,0,96.0,120.0,False,30,24,1,0,True,False,0,0.0,0,6,6,18,0,0,0,6,18,0
Subacute reference,EWOC during + final,True,114,3,3,2,3,1,96.0,120.0,False,30,24,4,1,True,True,0,0.0,0,6,9,15,0,0,0,9,15,0
Subacute reference,EWOC during + final,True,115,3,3,2,2,0,96.0,120.0,False,30,24,8,6,True,True,6,20.0,0,6,12,6,6,0,0,12,6,6
Subacute reference,EWOC during + final,True,116,3,3,3,4,1,96.0,120.0,False,30,24,2,4,True,True,4,13.333333333333334,0,6,5,15,4,0,0,5,15,4
Subacute reference,EWOC during + final,True,117,3,3,2,2,0,96.0,120.0,False,30,24,4,4,True,True,0,0.0,0,6,24,0,0,0,0,24,0,0
Subacute reference,EWOC during + final,True,118,3,3,2,2,0,96.0,120.0,False,30,24,3,1,True,True,0,0.0,0,24,6,0,0,0,18,6,0,0
Subacute reference,EWOC during + final,True,119,3,3,3,4,1,96.0,120.0,False,30,24,2,4,True,True,7,23.333333333333332,0,6,4,13,7,0,0,4,13,7
Subacute reference,EWOC during + final,True,120,3,3,2,2,0,96.0,120.0,False,30,24,4,1,True,True,0,0.0,0,15,15,0,0,0,9,15,0,0
Subacute reference,EWOC during + final,True,121,3,3,2,3,1,96.0,120.0,False,30,24,5,4,True,True,0,0.0,0,6,9,15,0,0,0,9,15,0
Subacute reference,EWOC during + final,True,122,3,3,3,3,0,96.0,120.0,False,30,24,2,2,True,True,0,0.0,0,6,21,3,0,0,0,21,3,0
Subacute reference,EWOC during + final,True,123,3,3,2,2,0,96.0,120.0,False,30,24,4,4,True,True,0,0.0,0,12,18,0,0,0,6,18,0,0
Subacute reference,EWOC during + final,True,124,3,3,3,3,0,96.0,120.0,False,30,24,1,0,True,False,0,0.0,0,6,18,6,0,0,0,18,6,0
Subacute reference,EWOC during + final,True,125,3,3,2,2,0,96.0,120.0,False,30,24,4,1,True,True,0,0.0,0,9,21,0,0,0,3,21,0,0
Subacute reference,EWOC during + final,True,126,3,3,2,2,0,96.0,120.0,False,30,24,1,4,True,True,0,0.0,0,6,24,0,0,0,0,24,0,0
Subacute reference,EWOC during + final,True,127,3,3,2,2,0,96.0,120.0,False,30,24,5,2,True,True,0,0.0,0,6,19,5,0,0,0,19,5,0
Subacute reference,EWOC during + final,True,128,3,3,3,4,1,96.0,120.0,False,30,24,1,4,True,True,4,13.333333333333334,0,6,5,15,4,0,0,5,15,4
Subacute reference,EWOC during + final,True,129,3,3,2,3,1,96.0,120.0,False,30,24,4,1,True,True,0,0.0,0,6,17,7,0,0,0,17,7,0
Subacute reference,EWOC during + final,True,130,3,3,3,4,1,96.0,120.0,False,30,24,3,4,True,True,5,16.666666666666668,0,6,4,15,5,0,0,4,15,5
Subacute reference,EWOC during + final,True,131,3,3,2,3,1,96.0,120.0,False,30,24,3,4,True,True,0,0.0,0,6,15,9,0,0,0,15,9,0
Subacute reference,EWOC during + final,True,132,3,3,2,2,0,96.0,120.0,False,30,24,3,1,True,True,0,0.0,0,24,6,0,0,0,18,6,0,0
Subacute reference,EWOC during + final,True,133,3,3,3,3,0,96.0,120.0,False,30,24,3,1,True,True,0,0.0,0,6,14,10,0,0,0,14,10,0
Subacute reference,EWOC during + final,True,134,3,3,3,3,0,96.0,120.0,False,30,24,3,1,True,True,0,0.0,0,6,12,12,0,0,0,12,12,0
Subacute reference,EWOC during + final,True,135,3,3,3,3,0,96.0,120.0,False,30,24,3,3,True,True,0,0.0,0,6,9,15,0,0,0,9,15,0
Subacute reference,EWOC during + final,True,136,3,3,1,1,0,96.0,120.0,False,30,24,7,3,True,True,0,0.0,0,21,9,0,0,0,15,9,0,0
Subacute reference,EWOC during + final,True,137,3,3,3,3,0,96.0,120.0,False,30,24,1,2,True,True,0,0.0,0,6,15,9,0,0,0,15,9,0
Subacute reference,EWOC during + final,True,138,3,3,2,2,0,96.0,120.0,False,30,24,3,2,True,True,0,0.0,0,6,24,0,0,0,0,24,0,0
Subacute reference,EWOC during + final,True,139,3,3,2,3,1,96.0,120.0,False,30,24,3,3,True,True,0,0.0,0,6,16,8,0,0,0,16,8,0
Subacute reference,EWOC during + final,True,140,3,3,2,3,1,96.0,120.0,False,30,24,4,2,True,True,0,0.0,0,6,7,17,0,0,0,7,17,0
Subacute reference,EWOC during + final,True,141,3,3,3,4,1,96.0,120.0,False,30,24,3,2,True,True,5,16.666666666666668,0,6,4,15,5,0,0,4,15,5
Subacute reference,EWOC during + final,True,142,3,3,2,3,1,96.0,120.0,False,30,24,4,2,True,True,0,0.0,0,6,8,16,0,0,0,8,16,0
Subacute reference,EWOC during + final,True,143,3,3,2,2,0,96.0,120.0,False,30,24,4,2,True,True,0,0.0,0,12,18,0,0,0,6,18,0,0
Subacute reference,EWOC during + final,True,144,3,3,3,3,0,96.0,120.0,False,30,24,2,2,True,True,0,0.0,0,6,7,17,0,0,0,7,17,0
Subacute reference,EWOC during + final,True,145,3,3,2,2,0,96.0,120.0,False,30,24,4,0,True,False,0,0.0,0,18,12,0,0,0,12,12,0,0
Subacute reference,EWOC during + final,True,146,3,3,2,2,0,96.0,120.0,False,30,24,3,6,True,True,0,0.0,0,6,24,0,0,0,0,24,0,0
Subacute reference,EWOC during + final,True,147,3,3,2,3,1,96.0,120.0,False,30,24,4,0,True,False,0,0.0,0,6,21,3,0,0,0,21,3,0
Subacute reference,EWOC during + final,True,148,3,3,3,3,0,96.0,120.0,False,30,24,3,1,True,True,0,0.0,0,6,8,16,0,0,0,8,16,0
Subacute reference,EWOC during + final,True,149,3,3,3,4,1,96.0,120.0,False,30,24,3,4,True,True,5,16.666666666666668,0,6,3,16,5,0,0,3,16,5
Subacute reference,EWOC during + final,True,150,3,3,2,2,0,96.0,120.0,False,30,24,5,1,True,True,0,0.0,0,6,16,8,0,0,0,16,8,0
Subacute reference,EWOC during + final,True,151,3,3,3,4,1,96.0,120.0,False,30,24,3,1,True,True,6,20.0,0,6,8,10,6,0,0,8,10,6
Subacute reference,EWOC during + final,True,152,3,3,2,3,1,96.0,120.0,False,30,24,3,2,True,True,0,0.0,0,6,18,6,0,0,0,18,6,0
Subacute reference,EWOC during + final,True,153,3,3,3,4,1,96.0,120.0,False,30,24,2,6,True,True,4,13.333333333333334,0,6,3,17,4,0,0,3,17,4
Subacute reference,EWOC during + final,True,154,3,3,2,3,1,96.0,120.0,False,30,24,3,1,True,True,0,0.0,0,6,18,6,0,0,0,18,6,0
Subacute reference,EWOC during + final,True,155,3,3,3,4,1,96.0,120.0,False,30,24,3,4,True,True,4,13.333333333333334,0,6,4,16,4,0,0,4,16,4
Subacute reference,EWOC during + final,True,156,3,3,2,3,1,96.0,120.0,False,30,24,4,0,True,False,4,13.333333333333334,0,6,9,11,4,0,0,9,11,4
Subacute reference,EWOC during + final,True,157,3,3,2,2,0,96.0,120.0,False,30,24,4,1,True,True,0,0.0,0,12,18,0,0,0,6,18,0,0
Subacute reference,EWOC during + final,True,158,3,3,2,3,1,96.0,120.0,False,30,24,5,1,True,True,0,0.0,0,6,8,16,0,0,0,8,16,0
Subacute reference,EWOC during + final,True,159,3,3,2,2,0,96.0,120.0,False,30,24,5,2,True,True,0,0.0,0,9,21,0,0,0,3,21,0,0
Subacute reference,EWOC during + final,True,160,3,3,2,3,1,96.0,120.0,False,30,24,4,3,True,True,0,0.0,0,6,13,11,0,0,0,13,11,0
Subacute reference,EWOC during + final,True,161,3,3,3,3,0,96.0,120.0,False,30,24,3,5,True,True,0,0.0,0,6,13,11,0,0,0,13,11,0
Subacute reference,EWOC during + final,True,162,3,3,2,2,0,96.0,120.0,False,30,24,3,3,True,True,0,0.0,0,6,24,0,0,0,0,24,0,0
Subacute reference,EWOC during + final,True,163,3,3,3,3,0,96.0,120.0,False,30,24,2,3,True,True,0,0.0,0,6,6,18,0,0,0,6,18,0
Subacute reference,EWOC during + final,True,164,3,3,2,2,0,96.0,120.0,False,30,24,3,0,True,False,0,0.0,0,6,24,0,0,0,0,24,0,0
Subacute reference,EWOC during + final,True,165,3,3,2,3,1,96.0,120.0,False,30,24,3,3,True,True,0,0.0,0,6,20,4,0,0,0,20,4,0
Subacute reference,EWOC during + final,True,166,3,3,2,3,1,96.0,120.0,False,30,24,4,1,True,True,0,0.0,0,6,18,6,0,0,0,18,6,0
Subacute reference,EWOC during + final,True,167,3,3,3,3,0,96.0,120.0,False,30,24,1,4,True,True,0,0.0,0,6,15,9,0,0,0,15,9,0
Subacute reference,EWOC during + final,True,168,3,3,2,2,0,96.0,120.0,False,30,24,5,3,True,True,0,0.0,0,12,16,2,0,0,6,16,2,0
Subacute reference,EWOC during + final,True,169,3,3,2,2,0,96.0,120.0,False,30,24,5,4,True,True,0,0.0,0,6,24,0,0,0,0,24,0,0
Subacute reference,EWOC during + final,True,170,3,3,2,3,1,96.0,120.0,False,30,24,5,2,True,True,5,16.666666666666668,0,6,3,16,5,0,0,3,16,5
Subacute reference,EWOC during + final,True,171,3,3,2,2,0,96.0,120.0,False,30,24,3,2,True,True,0,0.0,0,6,24,0,0,0,0,24,0,0
Subacute reference,EWOC during + final,True,172,3,3,3,4,1,96.0,120.0,False,30,24,2,1,True,True,11,36.666666666666664,0,6,4,9,11,0,0,4,9,11
Subacute reference,EWOC during + final,True,173,3,3,2,2,0,96.0,120.0,False,30,24,5,1,True,True,0,0.0,0,9,14,7,0,0,3,14,7,0
Subacute reference,EWOC during + final,True,174,3,3,2,3,1,96.0,120.0,False,30,24,4,3,True,True,0,0.0,0,6,10,14,0,0,0,10,14,0
Subacute reference,EWOC during + final,True,175,3,3,3,3,0,96.0,120.0,False,30,24,1,2,True,True,0,0.0,0,6,15,9,0,0,0,15,9,0
Subacute reference,EWOC during + final,True,176,3,3,2,3,1,96.0,120.0,False,30,24,3,1,True,True,0,0.0,0,9,18,3,0,0,3,18,3,0
Subacute reference,EWOC during + final,True,177,3,3,3,4,1,96.0,120.0,False,30,24,3,3,True,True,4,13.333333333333334,0,6,4,16,4,0,0,4,16,4
