scenario,ewoc,burn_in,simulation,true_mtd,closest_target_dose,selected_mtd,selected_without_final_ewoc,ewoc_final_downshift,additional_duration_weeks,total_duration_weeks,stopped_early,n_total,n_new,n_acute_tox,n_subacute_tox,any_acute_tox,any_subacute_tox,n_above_true_mtd,pct_above_true_mtd,n_L0,n_L1,n_L2,n_L3,n_L4,n_new_L0,n_new_L1,n_new_L2,n_new_L3,n_new_L4
Subacute reference,EWOC off,False,58,3,3,4,4,0,96.0,120.0,False,30,24,3,4,True,True,15,50.0,0,6,3,6,15,0,0,3,6,15
Subacute reference,EWOC off,False,59,3,3,2,2,0,96.0,120.0,False,30,24,5,2,True,True,0,0.0,0,6,15,9,0,0,0,15,9,0
Subacute reference,EWOC off,False,60,3,3,2,2,0,96.0,120.0,False,30,24,5,6,True,True,0,0.0,0,9,18,3,0,0,3,18,3,0
Subacute reference,EWOC off,False,61,3,3,3,3,0,96.0,120.0,False,30,24,6,3,True,True,12,40.0,0,6,3,9,12,0,0,3,9,12
Subacute reference,EWOC off,False,62,3,3,3,3,0,96.0,120.0,False,30,24,4,4,True,True,0,0.0,0,6,21,3,0,0,0,21,3,0
Subacute reference,EWOC off,False,63,3,3,3,3,0,96.0,120.0,False,30,24,4,2,True,True,0,0.0,0,6,18,6,0,0,0,18,6,0
Subacute reference,EWOC off,False,64,3,3,3,3,0,96.0,120.0,False,30,24,6,4,True,True,6,20.0,0,6,3,15,6,0,0,3,15,6
Subacute reference,EWOC off,False,65,3,3,4,4,0,96.0,120.0,False,30,24,4,7,True,True,18,60.0,0,6,3,3,18,0,0,3,3,18
Subacute reference,EWOC off,False,66,3,3,4,4,0,96.0,120.0,False,30,24,3,4,True,True,15,50.0,0,6,3,6,15,0,0,3,6,15
Subacute reference,EWOC off,False,67,3,3,3,3,0,96.0,120.0,False,30,24,2,4,True,True,0,0.0,0,6,6,18,0,0,0,6,18,0
Subacute reference,EWOC off,False,68,3,3,4,4,0,96.0,120.0,False,30,24,2,3,True,True,6,20.0,0,6,6,12,6,0,0,6,12,6
Subacute reference,EWOC off,False,69,3,3,3,3,0,96.0,120.0,False,30,24,6,4,True,True,9,30.0,0,6,3,12,9,0,0,3,12,9
Subacute reference,EWOC off,False,70,3,3,3,3,0,96.0,120.0,False,30,24,3,2,True,True,0,0.0,0,6,15,9,0,0,0,15,9,0
Subacute reference,EWOC off,False,71,3,3,2,2,0,96.0,120.0,False,30,24,6,1,True,True,0,0.0,0,18,9,3,0,0,12,9,3,0
Subacute reference,EWOC off,False,72,3,3,4,4,0,96.0,120.0,False,30,24,3,5,True,True,18,60.0,0,6,3,3,18,0,0,3,3,18
Subacute reference,EWOC off,False,73,3,3,4,4,0,96.0,120.0,False,30,24,1,3,True,True,18,60.0,0,6,3,3,18,0,0,3,3,18
Subacute reference,EWOC off,False,74,3,3,2,2,0,96.0,120.0,False,30,24,6,3,True,True,0,0.0,0,6,15,9,0,0,0,15,9,0
Subacute reference,EWOC off,False,75,3,3,3,3,0,96.0,120.0,False,30,24,3,5,True,True,0,0.0,0,6,12,12,0,0,0,12,12,0
Subacute reference,EWOC off,False,76,3,3,2,2,0,96.0,120.0,False,30,24,8,2,True,True,3,10.0,0,9,12,6,3,0,3,12,6,3
Subacute reference,EWOC off,False,77,3,3,3,3,0,96.0,120.0,False,30,24,6,4,True,True,18,60.0,0,6,3,3,18,0,0,3,3,18
Subacute reference,EWOC off,False,78,3,3,3,3,0,96.0,120.0,False,30,24,6,3,True,True,9,30.0,0,6,3,12,9,0,0,3,12,9
Subacute reference,EWOC off,False,79,3,3,4,4,0,96.0,120.0,False,30,24,4,4,True,True,12,40.0,0,6,3,9,12,0,0,3,9,12
Subacute reference,EWOC off,False,80,3,3,1,1,0,96.0,120.0,False,30,24,8,3,True,True,0,0.0,0,12,12,6,0,0,6,12,6,0
Subacute reference,EWOC off,False,81,3,3,2,2,0,96.0,120.0,False,30,24,4,1,True,True,0,0.0,0,6,21,3,0,0,0,21,3,0
Subacute reference,EWOC off,False,82,3,3,3,3,0,96.0,120.0,False,30,24,5,3,True,True,9,30.0,0,6,3,12,9,0,0,3,12,9
Subacute reference,EWOC off,False,83,3,3,3,3,0,96.0,120.0,False,30,24,2,2,True,True,0,0.0,0,6,9,15,0,0,0,9,15,0
Subacute reference,EWOC off,False,84,3,3,4,4,0,96.0,120.0,False,30,24,4,3,True,True,9,30.0,0,6,3,12,9,0,0,3,12,9
Subacute reference,EWOC off,False,85,3,3,3,3,0,96.0,120.0,False,30,24,6,3,True,True,6,20.0,0,6,3,15,6,0,0,3,15,6
Subacute reference,EWOC off,False,86,3,3,4,4,0,96.0,120.0,False,30,24,3,2,True,True,18,60.0,0,6,3,3,18,0,0,3,3,18
Subacute reference,EWOC off,False,87,3,3,2,2,0,96.0,120.0,False,30,24,8,2,True,True,3,10.0,0,6,3,18,3,0,0,3,18,3
Subacute reference,EWOC off,False,88,3,3,3,3,0,96.0,120.0,False,30,24,4,4,True,True,0,0.0,0,6,6,18,0,0,0,6,18,0
Subacute reference,EWOC off,False,89,3,3,4,4,0,96.0,120.0,False,30,24,4,7,True,True,18,60.0,0,6,3,3,18,0,0,3,3,18
Subacute reference,EWOC off,False,90,3,3,4,4,0,96.0,120.0,False,30,24,4,3,True,True,18,60.0,0,6,3,3,18,0,0,3,3,18
Subacute reference,EWOC off,False,91,3,3,2,2,0,96.0,120.0,False,30,24,4,1,True,True,0,0.0,0,18,12,0,0,0,12,12,0,0
Subacute reference,EWOC off,False,92,3,3,3,3,0,96.0,120.0,False,30,24,3,0,True,False,0,0.0,0,6,15,9,0,0,0,15,9,0
Subacute reference,EWOC off,False,93,3,3,3,3,0,96.0,120.0,False,30,24,2,3,True,True,0,0.0,0,6,9,15,0,0,0,9,15,0
Subacute reference,EWOC off,False,94,3,3,3,3,0,96.0,120.0,False,30,24,5,4,True,True,3,10.0,0,6,3,18,3,0,0,3,18,3
Subacute reference,EWOC off,False,95,3,3,4,4,0,96.0,120.0,False,30,24,3,8,True,True,18,60.0,0,6,3,3,18,0,0,3,3,18
Subacute reference,EWOC off,False,96,3,3,2,2,0,96.0,120.0,False,30,24,6,3,True,True,0,0.0,0,6,21,3,0,0,0,21,3,0
Subacute reference,EWOC off,False,97,3,3,3,3,0,96.0,120.0,False,30,24,5,3,True,True,9,30.0,0,6,3,12,9,0,0,3,12,9
Subacute reference,EWOC off,False,98,3,3,2,2,0,96.0,120.0,False,30,24,5,4,True,True,0,0.0,0,6,21,3,0,0,0,21,3,0
Subacute reference,EWOC off,False,99,3,3,2,2,0,96.0,120.0,False,30,24,7,3,True,True,3,10.0,0,6,6,15,3,0,0,6,15,3
Subacute reference,EWOC off,False,100,3,3,3,3,0,96.0,120.0,False,30,24,4,2,True,True,0,0.0,0,6,12,12,0,0,0,12,12,0
Subacute reference,EWOC off,False,101,3,3,3,3,0,96.0,120.0,False,30,24,5,3,True,True,3,10.0,0,6,12,9,3,0,0,12,9,3
Subacute reference,EWOC off,False,102,3,3,3,3,0,96.0,120.0,False,30,24,2,1,True,True,0,0.0,0,6,9,15,0,0,0,9,15,0
Subacute reference,EWOC off,False,103,3,3,2,2,0,96.0,120.0,False,30,24,8,4,True,True,9,30.0,0,6,3,12,9,0,0,3,12,9
Subacute reference,EWOC off,False,104,3,3,4,4,0,96.0,120.0,False,30,24,2,4,True,True,18,60.0,0,6,3,3,18,0,0,3,3,18
Subacute reference,EWOC off,False,105,3,3,4,4,0,96.0,120.0,False,30,24,4,4,True,True,18,60.0,0,6,3,3,18,0,0,3,3,18
Subacute reference,EWOC off,False,106,3,3,3,3,0,96.0,120.0,False,30,24,3,2,True,True,0,0.0,0,6,9,15,0,0,0,9,15,0
Subacute reference,EWOC off,False,107,3,3,2,2,0,96.0,120.0,False,30,24,3,2,True,True,0,0.0,0,9,21,0,0,0,3,21,0,0
Subacute reference,EWOC off,False,108,3,3,3,3,0,96.0,120.0,False,30,24,7,3,True,True,9,30.0,0,6,3,12,9,0,0,3,12,9
Subacute reference,EWOC off,False,109,3,3,4,4,0,96.0,120.0,False,30,24,3,3,True,True,18,60.0,0,6,3,3,18,0,0,3,3,18
Subacute reference,EWOC off,False,110,3,3,2,2,0,96.0,120.0,False,30,24,6,0,True,False,0,0.0,0,6,18,6,0,0,0,18,6,0
Subacute reference,EWOC off,False,111,3,3,4,4,0,96.0,120.0,False,30,24,3,5,True,True,15,50.0,0,6,3,6,15,0,0,3,6,15
Subacute reference,EWOC off,False,112,3,3,2,2,0,96.0,120.0,False,30,24,5,3,True,True,0,0.0,0,6,24,0,0,0,0,24,0,0
Subacute reference,EWOC off,False,113,3,3,2,2,0,96.0,120.0,False,30,24,6,3,True,True,0,0.0,0,9,18,3,0,0,3,18,3,0
Subacute reference,EWOC off,False,114,3,3,4,4,0,96.0,120.0,False,30,24,4,5,True,True,12,40.0,0,6,3,9,12,0,0,3,9,12
Subacute reference,EWOC off,False,115,3,3,3,3,0,96.0,120.0,False,30,24,5,4,True,True,12,40.0,0,6,3,9,12,0,0,3,9,12
Subacute reference,EWOC off,False,116,3,3,4,4,0,96.0,120.0,False,30,24,4,2,True,True,18,60.0,0,6,3,3,18,0,0,3,3,18
Subacute reference,EWOC off,False,117,3,3,4,4,0,96.0,120.0,False,30,24,3,2,True,True,9,30.0,0,6,3,12,9,0,0,3,12,9
Subacute reference,EWOC off,False,118,3,3,3,3,0,96.0,120.0,False,30,24,5,9,True,True,12,40.0,0,6,3,9,12,0,0,3,9,12
Subacute reference,EWOC off,False,119,3,3,2,2,0,96.0,120.0,False,30,24,5,3,True,True,0,0.0,0,6,21,3,0,0,0,21,3,0
Subacute reference,EWOC off,False,120,3,3,4,4,0,96.0,120.0,False,30,24,2,3,True,True,18,60.0,0,6,3,3,18,0,0,3,3,18
Subacute reference,EWOC off,False,121,3,3,2,2,0,96.0,120.0,False,30,24,5,1,True,True,0,0.0,0,18,12,0,0,0,12,12,0,0
Subacute reference,EWOC off,False,122,3,3,3,3,0,96.0,120.0,False,30,24,5,4,True,True,3,10.0,0,6,9,12,3,0,0,9,12,3
Subacute reference,EWOC off,False,123,3,3,4,4,0,96.0,120.0,False,30,24,4,7,True,True,12,40.0,0,6,3,9,12,0,0,3,9,12
Subacute reference,EWOC off,False,124,3,3,3,3,0,96.0,120.0,False,30,24,6,8,True,True,6,20.0,0,6,6,12,6,0,0,6,12,6
Subacute reference,EWOC off,False,125,3,3,3,3,0,96.0,120.0,False,30,24,5,1,True,True,0,0.0,0,6,3,21,0,0,0,3,21,0
Subacute reference,EWOC off,False,126,3,3,3,3,0,96.0,120.0,False,30,24,4,4,True,True,6,20.0,0,6,6,12,6,0,0,6,12,6
Subacute reference,EWOC off,False,127,3,3,3,3,0,96.0,120.0,False,30,24,4,4,True,True,6,20.0,0,6,3,15,6,0,0,3,15,6
Subacute reference,EWOC off,False,128,3,3,4,4,0,96.0,120.0,False,30,24,4,3,True,True,12,40.0,0,6,3,9,12,0,0,3,9,12
Subacute reference,EWOC off,False,129,3,3,4,4,0,96.0,120.0,False,30,24,3,2,True,True,3,10.0,0,6,3,18,3,0,0,3,18,3
Subacute reference,EWOC off,False,130,3,3,2,2,0,96.0,120.0,False,30,24,5,0,True,False,0,0.0,0,6,21,3,0,0,0,21,3,0
Subacute reference,EWOC off,False,131,3,3,4,4,0,96.0,120.0,False,30,24,3,2,True,True,12,40.0,0,6,3,9,12,0,0,3,9,12
Subacute reference,EWOC off,False,132,3,3,3,3,0,96.0,120.0,False,30,24,4,3,True,True,3,10.0,0,6,3,18,3,0,0,3,18,3
Subacute reference,EWOC off,False,133,3,3,3,3,0,96.0,120.0,False,30,24,4,3,True,True,3,10.0,0,6,3,18,3,0,0,3,18,3
Subacute reference,EWOC off,False,134,3,3,4,4,0,96.0,120.0,False,30,24,3,2,True,True,9,30.0,0,6,3,12,9,0,0,3,12,9
Subacute reference,EWOC off,False,135,3,3,2,2,0,96.0,120.0,False,30,24,5,0,True,False,0,0.0,0,6,12,12,0,0,0,12,12,0
Subacute reference,EWOC off,False,136,3,3,3,3,0,96.0,120.0,False,30,24,6,2,True,True,9,30.0,0,6,3,12,9,0,0,3,12,9
Subacute reference,EWOC off,False,137,3,3,3,3,0,96.0,120.0,False,30,24,3,1,True,True,0,0.0,0,9,15,6,0,0,3,15,6,0
Subacute reference,EWOC off,False,138,3,3,2,2,0,96.0,120.0,False,30,24,6,1,True,True,0,0.0,0,15,15,0,0,0,9,15,0,0
Subacute reference,EWOC off,False,139,3,3,3,3,0,96.0,120.0,False,30,24,6,2,True,True,15,50.0,0,6,3,6,15,0,0,3,6,15
Subacute reference,EWOC off,False,140,3,3,3,3,0,96.0,120.0,False,30,24,4,2,True,True,0,0.0,0,6,18,6,0,0,0,18,6,0
Subacute reference,EWOC off,False,141,3,3,4,4,0,96.0,120.0,False,30,24,2,0,True,False,3,10.0,0,6,6,15,3,0,0,6,15,3
Subacute reference,EWOC off,False,142,3,3,3,3,0,96.0,120.0,False,30,24,5,2,True,True,0,0.0,0,6,6,18,0,0,0,6,18,0
Subacute reference,EWOC off,False,143,3,3,4,4,0,96.0,120.0,False,30,24,4,4,True,True,18,60.0,0,6,3,3,18,0,0,3,3,18
Subacute reference,EWOC off,False,144,3,3,4,4,0,96.0,120.0,False,30,24,4,6,True,True,15,50.0,0,6,3,6,15,0,0,3,6,15
Subacute reference,EWOC off,False,145,3,3,2,2,0,96.0,120.0,False,30,24,5,1,True,True,0,0.0,0,6,15,9,0,0,0,15,9,0
Subacute reference,EWOC off,False,146,3,3,4,4,0,96.0,120.0,False,30,24,3,1,True,True,12,40.0,0,6,3,9,12,0,0,3,9,12
Subacute reference,EWOC off,False,147,3,3,3,3,0,96.0,120.0,False,30,24,4,1,True,True,0,0.0,0,6,3,21,0,0,0,3,21,0
Subacute reference,EWOC off,False,148,3,3,3,3,0,96.0,120.0,False,30,24,6,3,True,True,3,10.0,0,6,9,12,3,0,0,9,12,3
Subacute reference,EWOC off,False,149,3,3,2,2,0,96.0,120.0,False,30,24,9,2,True,True,6,20.0,0,6,9,9,6,0,0,9,9,6
Subacute reference,EWOC off,False,150,3,3,3,3,0,96.0,120.0,False,30,24,3,3,True,True,0,0.0,0,6,9,15,0,0,0,9,15,0
Subacute reference,EWOC off,False,151,3,3,4,4,0,96.0,120.0,False,30,24,2,4,True,True,9,30.0,0,6,3,12,9,0,0,3,12,9
Subacute reference,EWOC off,False,152,3,3,2,2,0,96.0,120.0,False,30,24,3,3,True,True,0,0.0,0,6,24,0,0,0,0,24,0,0
Subacute reference,EWOC off,False,153,3,3,4,4,0,96.0,120.0,False,30,24,3,1,True,True,15,50.0,0,6,3,6,15,0,0,3,6,15
Subacute reference,EWOC off,False,154,3,3,3,3,0,96.0,120.0,False,30,24,3,1,True,True,0,0.0,0,9,15,6,0,0,3,15,6,0
Subacute reference,EWOC off,False,155,3,3,4,4,0,96.0,120.0,False,30,24,2,2,True,True,18,60.0,0,6,3,3,18,0,0,3,3,18
Subacute reference,EWOC off,False,156,3,3,3,3,0,96.0,120.0,False,30,24,4,1,True,True,0,0.0,0,6,21,3,0,0,0,21,3,0
Subacute reference,EWOC off,False,157,3,3,4,4,0,96.0,120.0,False,30,24,4,3,True,True,18,60.0,0,6,3,3,18,0,0,3,3,18
Subacute reference,EWOC off,False,158,3,3,3,3,0,96.0,120.0,False,30,24,5,3,True,True,3,10.0,0,6,3,18,3,0,0,3,18,3
Subacute reference,EWOC off,False,159,3,3,3,3,0,96.0,120.0,False,30,24,5,3,True,True,3,10.0,0,6,9,12,3,0,0,9,12,3
Subacute reference,EWOC off,False,160,3,3,3,3,0,96.0,120.0,False,30,24,5,5,True,True,6,20.0,0,6,3,15,6,0,0,3,15,6
Subacute reference,EWOC off,False,161,3,3,4,4,0,96.0,120.0,False,30,24,2,4,True,True,9,30.0,0,6,3,12,9,0,0,3,12,9
Subacute reference,EWOC off,False,162,3,3,2,2,0,96.0,120.0,False,30,24,7,2,True,True,3,10.0,0,6,3,18,3,0,0,3,18,3
Subacute reference,EWOC off,False,163,3,3,2,2,0,96.0,120.0,False,30,24,4,2,True,True,0,0.0,0,6,21,3,0,0,0,21,3,0
Subacute reference,EWOC off,False,164,3,3,3,3,0,96.0,120.0,False,30,24,7,3,True,True,9,30.0,0,6,9,6,9,0,0,9,6,9
Subacute reference,EWOC off,False,165,3,3,2,2,0,96.0,120.0,False,30,24,9,1,True,True,6,20.0,0,6,3,15,6,0,0,3,15,6
Subacute reference,EWOC off,False,166,3,3,3,3,0,96.0,120.0,False,30,24,6,2,True,True,9,30.0,0,6,3,12,9,0,0,3,12,9
Subacute reference,EWOC off,False,167,3,3,4,4,0,96.0,120.0,False,30,24,4,4,True,True,15,50.0,0,6,3,6,15,0,0,3,6,15
Subacute reference,EWOC off,False,168,3,3,4,4,0,96.0,120.0,False,30,24,3,6,True,True,18,60.0,0,6,3,3,18,0,0,3,3,18
Subacute reference,EWOC off,False,169,3,3,4,4,0,96.0,120.0,False,30,24,4,4,True,True,12,40.0,0,6,3,9,12,0,0,3,9,12
Subacute reference,EWOC off,False,170,3,3,3,3,0,96.0,120.0,False,30,24,5,8,True,True,3,10.0,0,6,3,18,3,0,0,3,18,3
Subacute reference,EWOC off,False,171,3,3,4,4,0,96.0,120.0,False,30,24,3,5,True,True,15,50.0,0,6,3,6,15,0,0,3,6,15
Subacute reference,EWOC off,False,172,3,3,3,3,0,96.0,120.0,False,30,24,5,5,True,True,6,20.0,0,6,3,15,6,0,0,3,15,6
Subacute reference,EWOC off,False,173,3,3,2,2,0,96.0,120.0,False,30,24,8,2,True,True,3,10.0,0,6,6,15,3,0,0,6,15,3
Subacute reference,EWOC off,False,174,3,3,3,3,0,96.0,120.0,False,30,24,6,2,True,True,3,10.0,0,6,9,12,3,0,0,9,12,3
Subacute reference,EWOC off,False,175,3,3,4,4,0,96.0,120.0,False,30,24,3,3,True,True,18,60.0,0,6,3,3,18,0,0,3,3,18
Subacute reference,EWOC off,False,176,3,3,2,2,0,96.0,120.0,False,30,24,6,2,True,True,0,0.0,0,6,12,12,0,0,0,12,12,0
Subacute reference,EWOC off,False,177,3,3,4,4,0,96.0,120.0,False,30,24,4,4,True,True,12,40.0,0,6,3,9,12,0,0,3,9,12
Subacute reference,EWOC off,False,178,3,3,3,3,0,96.0,120.0,False,30,24,5,1,True,True,3,10.0,0,6,3,18,3,0,0,3,18,3
Subacute reference,EWOC off,False,179,3,3,4,4,0,96.0,120.0,False,30,24,3,4,True,True,18,60.0,0,6,3,3,18,0,0,3,3,18
Subacute reference,EWOC off,False,180,3,3,3,3,0,96.0,120.0,False,30,24,5,5,True,True,9,30.0,0,6,3,12,9,0,0,3,12,9
Subacute reference,EWOC off,False,181,3,3,4,4,0,96.0,120.0,False,30,24,5,5,True,True,18,60.0,0,6,3,3,18,0,0,3,3,18
Subacute reference,EWOC off,False,182,3,3,4,4,0,96.0,120.0,False,30,24,5,5,True,True,18,60.0,0,6,3,3,18,0,0,3,3,18
Subacute reference,EWOC off,False,183,3,3,4,4,0,96.0,120.0,False,30,24,4,7,True,True,18,60.0,0,6,3,3,18,0,0,3,3,18
Subacute reference,EWOC off,False,184,3,3,4,4,0,96.0,120.0,False,30,24,4,6,True,True,18,60.0,0,6,3,3,18,0,0,3,3,18
Subacute reference,EWOC off,False,185,3,3,4,4,0,96.0,120.0,False,30,24,4,2,True,True,18,60.0,0,6,3,3,18,0,0,3,3,18
Subacute reference,EWOC off,False,186,3,3,3,3,0,96.0,120.0,False,30,24,5,1,True,True,0,0.0,0,6,12,12,0,0,0,12,12,0
Subacute reference,EWOC off,False,187,3,3,4,4,0,96.0,120.0,False,30,24,4,5,True,True,9,30.0,0,6,3,12,9,0,0,3,12,9
Subacute reference,EWOC off,False,188,3,3,2,2,0,96.0,120.0,False,30,24,5,2,True,True,0,0.0,0,15,12,3,0,0,9,12,3,0
Subacute reference,EWOC off,False,189,3,3,2,2,0,96.0,120.0,False,30,24,6,3,True,True,0,0.0,0,6,12,12,0,0,0,12,12,0
Subacute reference,EWOC off,False,190,3,3,4,4,0,96.0,120.0,False,30,24,3,2,True,True,3,10.0,0,6,6,15,3,0,0,6,15,3
Subacute reference,EWOC off,False,191,3,3,4,4,0,96.0,120.0,False,30,24,4,5,True,True,15,50.0,0,6,3,6,15,0,0,3,6,15
Subacute reference,EWOC off,False,192,3,3,2,2,0,96.0,120.0,False,30,24,6,3,True,True,3,10.0,0,6,9,12,3,0,0,9,12,3
Subacute reference,EWOC off,False,193,3,3,1,1,0,96.0,120.0,False,30,24,8,1,True,True,0,0.0,0,15,9,6,0,0,9,9,6,0
Subacute reference,EWOC off,False,194,3,3,4,4,0,96.0,120.0,False,30,24,3,5,True,True,15,50.0,0,6,3,6,15,0,0,3,6,15
Subacute reference,EWOC off,False,195,3,3,3,3,0,96.0,120.0,False,30,24,5,4,True,True,12,40.0,0,6,3,9,12,0,0,3,9,12
Subacute reference,EWOC off,False,196,3,3,3,3,0,96.0,120.0,False,30,24,3,3,True,True,0,0.0,0,6,6,18,0,0,0,6,18,0
Subacute reference,EWOC off,False,197,3,3,2,2,0,96.0,120.0,False,30,24,5,2,True,True,0,0.0,0,6,18,6,0,0,0,18,6,0
Subacute reference,EWOC off,False,198,3,3,3,3,0,96.0,120.0,False,30,24,6,2,True,True,6,20.0,0,6,3,15,6,0,0,3,15,6
Subacute reference,EWOC off,False,199,3,3,3,3,0,96.0,120.0,False,30,24,4,4,True,True,3,10.0,0,6,3,18,3,0,0,3,18,3
Subacute reference,EWOC off,False,200,3,3,2,2,0,96.0,120.0,False,30,24,7,2,True,True,6,20.0,0,6,6,12,6,0,0,6,12,6
Acute low,EWOC during + final,True,1,4,4,3,3,0,96.0,120.0,False,30,24,3,2,True,True,0,0.0,0,6,7,17,0,0,0,7,17,0
Acute low,EWOC during + final,True,2,4,4,3,3,0,96.0,120.0,False,30,24,2,3,True,True,0,0.0,0,6,16,8,0,0,0,16,8,0
Acute low,EWOC during + final,True,3,4,4,2,2,0,96.0,120.0,False,30,24,2,3,True,True,0,0.0,0,6,24,0,0,0,0,24,0,0
Acute low,EWOC during + final,True,4,4,4,4,4,0,96.0,120.0,False,30,24,0,2,False,True,0,0.0,0,6,4,3,17,0,0,4,3,17
Acute low,EWOC during + final,True,5,4,4,3,3,0,96.0,120.0,False,30,24,2,2,True,True,0,0.0,0,6,9,15,0,0,0,9,15,0
Acute low,EWOC during + final,True,6,4,4,2,3,1,96.0,120.0,False,30,24,3,1,True,True,0,0.0,0,6,16,8,0,0,0,16,8,0
Acute low,EWOC during + final,True,7,4,4,4,4,0,96.0,120.0,False,30,24,1,2,True,True,0,0.0,0,6,4,10,10,0,0,4,10,10
Acute low,EWOC during + final,True,8,4,4,3,4,1,96.0,120.0,False,30,24,3,4,True,True,0,0.0,0,6,11,9,4,0,0,11,9,4
Acute low,EWOC during + final,True,9,4,4,2,3,1,96.0,120.0,False,30,24,5,2,True,True,0,0.0,0,6,10,6,8,0,0,10,6,8
Acute low,EWOC during + final,True,10,4,4,4,4,0,96.0,120.0,False,30,24,1,3,True,True,0,0.0,0,6,7,9,8,0,0,7,9,8
Acute low,EWOC during + final,True,11,4,4,3,3,0,96.0,120.0,False,30,24,1,1,True,True,0,0.0,0,6,15,9,0,0,0,15,9,0
Acute low,EWOC during + final,True,12,4,4,2,2,0,96.0,120.0,False,30,24,2,2,True,True,0,0.0,0,12,18,0,0,0,6,18,0,0
Acute low,EWOC during + final,True,13,4,4,2,2,0,96.0,120.0,False,30,24,4,0,True,False,0,0.0,0,6,24,0,0,0,0,24,0,0
Acute low,EWOC during + final,True,14,4,4,3,4,1,96.0,120.0,False,30,24,1,5,True,True,0,0.0,0,6,4,7,13,0,0,4,7,13
Acute low,EWOC during + final,True,15,4,4,2,2,0,96.0,120.0,False,30,24,2,1,True,True,0,0.0,0,9,21,0,0,0,3,21,0,0
Acute low,EWOC during + final,True,16,4,4,3,3,0,96.0,120.0,False,30,24,2,3,True,True,0,0.0,0,6,6,18,0,0,0,6,18,0
Acute low,EWOC during + final,True,17,4,4,3,4,1,96.0,120.0,False,30,24,2,6,True,True,0,0.0,0,6,4,15,5,0,0,4,15,5
Acute low,EWOC during + final,True,18,4,4,3,4,1,96.0,120.0,False,30,24,0,6,False,True,0,0.0,0,6,4,8,12,0,0,4,8,12
Acute low,EWOC during + final,True,19,4,4,3,4,1,96.0,120.0,False,30,24,0,5,False,True,0,0.0,0,6,4,15,5,0,0,4,15,5
Acute low,EWOC during + final,True,20,4,4,2,3,1,96.0,120.0,False,30,24,3,1,True,True,0,0.0,0,6,15,9,0,0,0,15,9,0
Acute low,EWOC during + final,True,21,4,4,4,4,0,96.0,120.0,False,30,24,1,2,True,True,0,0.0,0,6,3,15,6,0,0,3,15,6
Acute low,EWOC during + final,True,22,4,4,3,3,0,96.0,120.0,False,30,24,2,2,True,True,0,0.0,0,6,10,14,0,0,0,10,14,0
Acute low,EWOC during + final,True,23,4,4,3,4,1,96.0,120.0,False,30,24,1,4,True,True,0,0.0,0,6,4,9,11,0,0,4,9,11
Acute low,EWOC during + final,True,24,4,4,3,4,1,96.0,120.0,False,30,24,1,4,True,True,0,0.0,0,6,5,6,13,0,0,5,6,13
Acute low,EWOC during + final,True,25,4,4,2,2,0,96.0,120.0,False,30,24,5,2,True,True,0,0.0,0,6,18,6,0,0,0,18,6,0
Acute low,EWOC during + final,True,26,4,4,3,3,0,96.0,120.0,False,30,24,3,1,True,True,0,0.0,0,6,13,11,0,0,0,13,11,0
Acute low,EWOC during + final,True,27,4,4,2,2,0,96.0,120.0,False,30,24,3,1,True,True,0,0.0,0,12,18,0,0,0,6,18,0,0
Acute low,EWOC during + final,True,28,4,4,3,4,1,96.0,120.0,False,30,24,2,3,True,True,0,0.0,0,6,3,12,9,0,0,3,12,9
Acute low,EWOC during + final,True,29,4,4,3,4,1,96.0,120.0,False,30,24,2,4,True,True,0,0.0,0,6,3,16,5,0,0,3,16,5
Acute low,EWOC during + final,True,30,4,4,3,4,1,96.0,120.0,False,30,24,2,2,True,True,0,0.0,0,6,3,11,10,0,0,3,11,10
Acute low,EWOC during + final,True,31,4,4,3,4,1,96.0,120.0,False,30,24,3,2,True,True,0,0.0,0,6,3,15,6,0,0,3,15,6
Acute low,EWOC during + final,True,32,4,4,4,4,0,96.0,120.0,False,30,24,1,3,True,True,0,0.0,0,6,6,13,5,0,0,6,13,5
Acute low,EWOC during + final,True,33,4,4,2,3,1,96.0,120.0,False,30,24,4,3,True,True,0,0.0,0,6,19,5,0,0,0,19,5,0
Acute low,EWOC during + final,True,34,4,4,3,3,0,96.0,120.0,False,30,24,3,0,True,False,0,0.0,0,6,6,18,0,0,0,6,18,0
Acute low,EWOC during + final,True,35,4,4,3,4,1,96.0,120.0,False,30,24,1,4,True,True,0,0.0,0,6,7,11,6,0,0,7,11,6
Acute low,EWOC during + final,True,36,4,4,3,4,1,96.0,120.0,False,30,24,1,5,True,True,0,0.0,0,6,3,16,5,0,0,3,16,5
Acute low,EWOC during + final,True,37,4,4,3,4,1,96.0,120.0,False,30,24,2,2,True,True,0,0.0,0,6,6,10,8,0,0,6,10,8
Acute low,EWOC during + final,True,38,4,4,3,4,1,96.0,120.0,False,30,24,3,3,True,True,0,0.0,0,6,4,16,4,0,0,4,16,4
Acute low,EWOC during + final,True,39,4,4,3,3,0,96.0,120.0,False,30,24,4,2,True,True,0,0.0,0,6,3,15,6,0,0,3,15,6
Acute low,EWOC during + final,True,40,4,4,3,3,0,96.0,120.0,False,30,24,2,2,True,True,0,0.0,0,6,18,6,0,0,0,18,6,0
